# compound name, pubchem_id, CNS, xLogP, TPSA, SMILES
            Dezocine,    3033053,      FALSE,    3.700,     46.200, [H][C@@]12CC3=CC=C(O)C=C3[C@@](C)(CCCCC1)[C@H]2N
         Diatrizoate,       2140,      FALSE,    1.800,     95.500, CC(=O)NC1=C(I)C(C(O)=O)=C(I)C(NC(C)=O)=C1I
            Diazepam,       3016,       TRUE,    3.000,     32.700, CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1
           Diazoxide,       3019,      FALSE,    1.200,     66.900, CC1=NS(=O)(=O)C2=C(N1)C=CC(Cl)=C2
           Dibucaine,       3025,      FALSE,    4.400,     54.500, CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC
    Dichlorphenamide,       3038,      FALSE,    0.300,    137.000, NS(=O)(=O)C1=CC(=C(Cl)C(Cl)=C1)S(N)(=O)=O
          Diclofenac,       3033,       TRUE,    4.400,     49.300, OC(=O)CC1=CC=CC=C1NC1=C(Cl)C=CC=C1Cl
       Dicloxacillin,      18381,      FALSE,    2.900,    138.000, [H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1Cl)C(O)=O
           Dicumarol,   54676038,      FALSE,    2.600,     93.100, OC1=C(CC2=C(O)C3=C(OC2=O)C=CC=C3)C(=O)OC2=C1C=CC=C2
         Dicyclomine,       3042,      FALSE,    5.500,     29.500, CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1
          Didanosine,  135398739,      FALSE,   -1.200,     88.700, OC[C@@H]1CC[C@@H](O1)N1C=NC2=C1NC=NC2=O
          Dienestrol,     667476,      FALSE,    5.400,     40.500, CC=C(C(=CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
  Diethylcarbamazine,       3052,      FALSE,    0.300,     26.800, CCN(CC)C(=O)N1CCN(C)CC1
      Diethylpropion,       7029,      FALSE,    2.800,     20.300, CCN(CC)C(C)C(=O)C1=CC=CC=C1
  Diethylstilbestrol,     448537,      FALSE,    5.100,     40.500, CCC(=C(CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
           Difenoxin,      34328,      FALSE,    2.700,     64.300, OC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1
         Diflorasone,      71415,      FALSE,    1.900,     94.800, [H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
          Diflunisal,       3059,       TRUE,    4.400,     57.500, OC(=O)C1=C(O)C=CC(=C1)C1=C(F)C=C(F)C=C1
       Difluprednate,     443936,      FALSE,    3.400,    107.000, [H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C
           Digitoxin,     441207,      FALSE,    2.300,    183.000, [H][C@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1
             Digoxin,    2724385,      FALSE,    1.300,    203.000, [H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1
      Dihydrocodeine,    5284543,       TRUE,    2.200,     41.900, [H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CC[C@@H]2O
   Dihydroergotamine,      10531,       TRUE,    2.400,    118.000, [H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O
          Diloxanide,      11367,      FALSE,    2.000,     40.500, CN(C(=O)C(Cl)Cl)C1=CC=C(OC(=O)C2=CC=CO2)C=C1
           Diltiazem,      39186,      FALSE,    3.100,     84.400, COC1=CC=C(C=C1)[C@@H]1SC2=CC=CC=C2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O
         Dimercaprol,       3080,      FALSE,    0.200,     22.200, OCC(S)CS
        Dimethindene,      21855,      FALSE,    2.700,     16.100, CC(C1=C(CCN(C)C)CC2=CC=CC=C12)C1=CC=CC=N1
        Dinoprostone,    5280360,      FALSE,    2.800,     94.800, CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O
     Diphenhydramine,       3100,      FALSE,    3.300,     12.500, CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
          Diphenidol,       3055,      FALSE,    4.200,     23.500, OC(CCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1
       Diphenoxylate,      13505,      FALSE,    5.700,     53.300, CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1
    Diphenylpyraline,       3103,      FALSE,    3.900,     12.500, CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1
          Dipivefrin,       3105,      FALSE,    2.900,     84.900, CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1
        Dipyridamole,       3108,      FALSE,    0.700,    145.000, OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1
        Disopyramide,       3114,      FALSE,    3.200,     59.200, CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C
          Disulfiram,       3117,       TRUE,    3.900,    121.000, CCN(CC)C(=S)SSC(=S)N(CC)CC
          Dobutamine,      36811,      FALSE,    3.400,     72.700, CC(CCC1=CC=C(O)C=C1)NCCC1=CC(O)=C(O)C=C1
           Docetaxel,     148124,      FALSE,    1.600,    224.000, [H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1
           Docosanol,      12620,      FALSE,   10.500,     20.200, CCCCCCCCCCCCCCCCCCCCCCO
          Dofetilide,      71329,      FALSE,    1.800,    122.000, CN(CCOC1=CC=C(NS(C)(=O)=O)C=C1)CCC1=CC=C(NS(C)(=O)=O)C=C1
         Domperidone,       3151,      FALSE,    3.900,     67.900, ClC1=CC2=C(C=C1)N(C1CCN(CCCN3C(=O)NC4=CC=CC=C34)CC1)C(=O)N2
           Donepezil,       3152,       TRUE,    4.300,     38.800, COC1=C(OC)C=C2C(=O)C(CC3CCN(CC4=CC=CC=C4)CC3)CC2=C1
            Dopamine,        681,      FALSE,   -1.000,     66.500, NCCC1=CC(O)=C(O)C=C1
         Dorzolamide,    5284549,      FALSE,    0.400,    151.000, CCN[C@H]1C[C@H](C)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
            Doxapram,       3156,       TRUE,    3.300,     32.800, CCN1CC(CCN2CCOCC2)C(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1
           Doxazosin,       3157,      FALSE,    2.500,    112.000, COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=CC=CC=C2O1
         Doxorubicin,      31703,      FALSE,    1.300,    206.000, COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O
         Doxycycline,   54671203,      FALSE,   -0.700,    182.000, [H][C@@]12[C@@H](C)C3=C(C(O)=CC=C3)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])[C@H]2O
          Doxylamine,       3162,      FALSE,    2.500,     25.400, CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1
          Dronabinol,      16078,       TRUE,    7.000,     29.500, [H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=CC(CCCCC)=CC(O)=C21
         Dronedarone,     208898,      FALSE,    7.200,     97.200, CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2
          Droperidol,       3168,       TRUE,    3.500,     52.600, FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12
        Drospirenone,      68873,      FALSE,    3.500,     43.400, [H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21
        Drostanolone,       6011,      FALSE,    4.200,     37.300, [H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)[C@H](C)C[C@]12C
         Drotaverine,    1712095,      FALSE,    5.400,     49.000, CCOC1=C(OCC)C=C(\C=C2/NCCC3=CC(OCC)=C(OCC)C=C23)C=C1
           Droxidopa,      92974,      FALSE,   -3.200,    124.000, N[C@H]([C@@H](O)C1=CC(O)=C(O)C=C1)C(O)=O
          Duloxetine,      60835,       TRUE,    4.300,     49.500, CNCC[C@H](OC1=CC=CC2=CC=CC=C12)C1=CC=CS1
         Dutasteride,    6918296,      FALSE,    5.400,     58.200, [H][C@@]1(CC[C@@]2([H])[C@]3([H])CC[C@@]4([H])NC(=O)C=C[C@]4(C)[C@@]3([H])CC[C@]12C)C(=O)NC1=CC(=CC=C1C(F)(F)F)C(F)(F)F
           Dyclonine,       3180,      FALSE,    3.600,     29.500, CCCCOC1=CC=C(C=C1)C(=O)CCN1CCCCC1
      Dydrogesterone,       9051,      FALSE,    3.800,     34.100, [H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C
          Dyphylline,       3182,      FALSE,   -1.800,     98.900, CN1C2=C(N(CC(O)CO)C=N2)C(=O)N(C)C1=O
              Ecabet,      65781,      FALSE,    4.300,    100.000, [H][C@@]12CCC3=CC(C(C)C)=C(C=C3[C@@]1(C)CCC[C@@]2(C)C(O)=O)S(O)(=O)=O
       Echothiophate,      10548,      FALSE,    1.000,     60.800, CCOP(=O)(OCC)SCC[N+](C)(C)C
           Econazole,       3198,      FALSE,    5.300,     27.000, ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1
         Edrophonium,       3202,      FALSE,    1.800,     20.200, CC[N+](C)(C)C1=CC(O)=CC=C1
           Efavirenz,      64139,      FALSE,    4.000,     38.300, FC(F)(F)[C@]1(OC(=O)NC2=C1C=C(Cl)C=C2)C#CC1CC1
          Eletriptan,      77993,       TRUE,    4.100,     61.600, CN1CCC[C@@H]1CC1=CNC2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=C2
         Eltrombopag,  135449332,      FALSE,    5.400,    115.000, CC1=NN(C(=O)\C1=N/NC1=C(O)C(=CC=C1)C1=CC=CC(=C1)C(O)=O)C1=CC=C(C)C(C)=C1
          Emedastine,       3219,      FALSE,    2.200,     33.500, CCOCCN1C(=NC2=CC=CC=C12)N1CCCN(C)CC1
       Emtricitabine,      60877,      FALSE,   -0.600,    113.000, NC1=NC(=O)N(C=C1F)[C@@H]1CS[C@H](CO)O1
           Enalapril,    5388962,      FALSE,   -0.100,     95.900, CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O
           Encainide,      48041,      FALSE,    4.300,     41.600, COC1=CC=C(C=C1)C(=O)NC1=CC=CC=C1CCC1CCCCN1C
           Enflurane,       3226,      FALSE,    2.100,      9.200, FC(F)OC(F)(F)C(F)Cl
            Enoxacin,       3229,      FALSE,   -0.200,     85.800, CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1
          Enoxaparin,        772,      FALSE,  -10.800,    652.000, CC(=O)NC1C(O)OC(COS(O)(=O)=O)C(OC2OC(C(OC3OC(CO)C(OC4OC(C(O)C(O)C4OS(O)(=O)=O)C(O)=O)C(OS(O)(=O)=O)C3NS(O)(=O)=O)C(O)C2OS(O)(=O)=O)C(O)=O)C1O
           Enoximone,      53708,      FALSE,    1.600,     83.500, CSC1=CC=C(C=C1)C(=O)C1=C(C)NC(=O)N1
        Enprofylline,       1676,      FALSE,    0.300,     78.100, CCCN1C2=C(NC=N2)C(=O)NC1=O
          Entacapone,    5281081,       TRUE,    2.100,    130.000, CCN(CC)C(=O)C(=C\C1=CC(=C(O)C(O)=C1)[N+]([O-])=O)\C#N
           Entecavir,  135398508,      FALSE,   -1.300,    126.000, NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](CO)C1=C
        Enzalutamide,   15951529,      FALSE,    3.600,    109.000, CNC(=O)C1=C(F)C=C(C=C1)N1C(=S)N(C(=O)C1(C)C)C1=CC=C(C#N)C(=C1)C(F)(F)F
           Ephedrine,       9294,      FALSE,    0.900,     32.300, CN[C@@H](C)[C@H](O)C1=CC=CC=C1
          Epinastine,       3241,      FALSE,    3.500,     41.600, NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21
         Epinephrine,       5816,      FALSE,   -1.400,     72.700, CNC[C@H](O)C1=CC(O)=C(O)C=C1
          Epirubicin,      41867,      FALSE,    1.300,    206.000, COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O
          Eprosartan,    5281037,      FALSE,    4.500,    121.000, CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O
      Ergocalciferol,    5280793,      FALSE,    7.400,     20.200, CC(C)[C@@H](C)\C=C\[C@@H](C)[C@@]1([H])CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C
          Ergonovine,     443884,      FALSE,    1.800,     68.400, [H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](C)CO
          Ergotamine,       8223,       TRUE,    2.000,    118.000, [H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)C4=C3)O[C@@]21O
            Eribulin,   11354606,      FALSE,    1.100,    146.000, [H][C@@]12O[C@@]3([H])CCC4CC(=O)C[C@H]5[C@H](C[C@H]6O[C@H](C[C@@H](C)C6=C)CC[C@@H]6O[C@H](CC6=C)CC[C@@]67C[C@@H](O[C@H]1[C@@H](O6)[C@@]3([H])O4)[C@@H]2O7)O[C@H](C[C@H](O)CN)[C@@H]5OC
           Erlotinib,     176870,      FALSE,    3.300,     74.700, COCCOC1=C(OCCOC)C=C2C(NC3=CC=CC(=C3)C#C)=NC=NC2=C1
           Ertapenem,     150610,      FALSE,   -1.500,    182.000, [H][C@]12[C@@H](C)C(S[C@]3([H])CN[C@@]([H])(C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O
        Erythromycin,      12560,      FALSE,    2.700,    194.000, CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
        Escitalopram,     146570,       TRUE,    3.200,     36.300, CN(C)CCC[C@]1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1
             Esmolol,      59768,      FALSE,    1.900,     67.800, COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1
           Estazolam,       3261,       TRUE,    1.700,     43.100, ClC1=CC2=C(C=C1)N1C=NN=C1CN=C2C1=CC=CC=C1
           Estradiol,       5757,      FALSE,    4.000,     40.500, [H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
        Estramustine,     259331,      FALSE,    4.000,     49.800, [H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)N(CCCl)CCCl)C=C3CC[C@@]21[H]
             Estriol,       5756,      FALSE,    2.500,     60.700, [H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
             Estrone,       5870,      FALSE,    3.100,     37.300, [H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3
         Eszopiclone,     969472,       TRUE,    0.500,     91.800, CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1
          Ethambutol,      14052,      FALSE,   -0.100,     64.500, CC[C@@H](CO)NCCN[C@@H](CC)CO
             Ethanol,        702,      FALSE,   -0.100,     20.200, CCO
       Ethchlorvynol,    5281077,      FALSE,    1.500,     20.200, [H]C(Cl)=CC(O)(CC)C#C
          Ethinamate,       3284,      FALSE,    1.300,     52.300, NC(=O)OC1(CCCCC1)C#C
         Ethionamide,    2761171,      FALSE,    1.100,     71.000, CCC1=NC=CC(=C1)C(N)=S
       Ethopropazine,       3290,      FALSE,    4.800,     31.800, CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12
        Ethosuximide,       3291,       TRUE,    0.400,     46.200, CCC1(C)CC(=O)NC1=O
            Ethotoin,       3292,       TRUE,    1.000,     49.400, CCN1C(=O)NC(C1=O)C1=CC=CC=C1
       Ethoxzolamide,       3295,      FALSE,    2.000,    119.000, CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O
       Ethylmorphine,    5359271,      FALSE,    1.500,     41.900, [H][C@@]12OC3=C(OCC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O
            Etodolac,       3308,       TRUE,    2.800,     62.300, CCC1=C2NC3=C(CCOC3(CC)CC(O)=O)C2=CC=C1
        Etonogestrel,    6917715,      FALSE,    3.300,     37.300, [H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H]
           Etoposide,      36462,      FALSE,    0.600,    161.000, [H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@H]2O[C@@H]1O[C@]2([H])CO[C@@H](C)O[C@@]2([H])[C@H](O)[C@H]1O
          Etoricoxib,     123619,      FALSE,    3.300,     68.300, CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O
          Everolimus,    6442177,      FALSE,    5.900,    205.000, CO[C@@H]1C[C@H](C[C@H](C)C2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@@H](C)C[C@@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@H]3CC[C@H](C)[C@](O)(O3)C(=O)C(=O)N3CCCC[C@@H]3C(=O)O2)OC)CC[C@H]1OCCO
          Exemestane,      60198,      FALSE,    3.100,     34.100, [H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC(=C)C2=CC(=O)C=C[C@]12C
           Ezetimibe,     150311,      FALSE,    4.000,     60.800, O[C@@H](CC[C@@H]1[C@H](N(C1=O)C1=CC=C(F)C=C1)C1=CC=C(O)C=C1)C1=CC=C(F)C=C1
           Ezogabine,     121892,       TRUE,    2.800,     76.400, CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1
         Famciclovir,       3324,      FALSE,    0.000,    122.000, CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C12)COC(C)=O
           Felbamate,       3331,       TRUE,    0.600,    105.000, NC(=O)OCC(COC(N)=O)C1=CC=CC=C1
          Felodipine,       3333,      FALSE,    3.900,     64.600, CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC
        Fencamfamine,      14584,      FALSE,    3.300,     12.000, CCNC1C2CCC(C2)C1C1=CC=CC=C1
         Fenofibrate,       3339,      FALSE,    5.200,     52.600, CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1
          Fenoldopam,       3341,      FALSE,    2.400,     72.700, OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12
          Fenoprofen,       3342,       TRUE,    3.300,     46.500, CC(C(O)=O)C1=CC(OC2=CC=CC=C2)=CC=C1
           Fenoterol,       3343,      FALSE,    2.000,     93.000, CC(CC1=CC=C(O)C=C1)NCC(O)C1=CC(O)=CC(O)=C1
            Fentanyl,       3345,       TRUE,    4.000,     23.600, CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1
        Fesoterodine,    6918558,       TRUE,    5.500,     49.800, CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C
        Fexofenadine,       3348,      FALSE,    3.000,     81.000, CC(C)(C(O)=O)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
         Finasteride,      57363,      FALSE,    3.000,     58.200, [H][C@@]12CC[C@H](C(=O)NC(C)(C)C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])NC(=O)C=C[C@]12C
          Fingolimod,     107970,       TRUE,    4.200,     66.500, CCCCCCCCC1=CC=C(CCC(N)(CO)CO)C=C1
           Flavoxate,       3354,      FALSE,    4.300,     55.800, CC1=C(OC2=C(C=CC=C2C(=O)OCCN2CCCCC2)C1=O)C1=CC=CC=C1
          Flecainide,       3356,      FALSE,    3.800,     59.600, FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1
         Floxuridine,       5790,      FALSE,   -1.200,     99.100, OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O
      Flucloxacillin,      21319,      FALSE,    2.600,    138.000, [H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(F)C=CC=C1Cl)C(O)=O
         Fluconazole,       3365,      FALSE,    0.400,     81.600, OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1
         Flucytosine,       3366,      FALSE,   -0.900,     67.500, NC1=C(F)C=NC(=O)N1
         Fludarabine,     657237,      FALSE,   -0.600,    140.000, NC1=C2N=CN([C@@H]3O[C@H](COP(O)(O)=O)[C@@H](O)[C@@H]3O)C2=NC(F)=N1
         Fludiazepam,       3369,      FALSE,    2.800,     32.700, CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F
     Fludrocortisone,      31378,      FALSE,    1.700,     94.800, [H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C
          Flumazenil,       3373,       TRUE,    1.000,     64.400, CCOC(=O)C1=C2CN(C)C(=O)C3=C(C=CC(F)=C3)N2C=N1
         Flunarizine,     941361,      FALSE,    6.000,      6.500, FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1
         Flunisolide,      82153,      FALSE,    2.500,     93.100, [H][C@@]12C[C@@]3([H])[C@]4([H])C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
       Flunitrazepam,       3380,      FALSE,    2.100,     78.500, CN1C2=C(C=C(C=C2)[N+]([O-])=O)C(=NCC1=O)C1=CC=CC=C1F
        Fluocinonide,       9642,      FALSE,    3.200,     99.100, [H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)COC(C)=O
         Fluorescein,      16850,      FALSE,    3.400,     76.000, OC1=CC2=C(C=C1)C1(OC(=O)C3=CC=CC=C13)C1=C(O2)C=C(O)C=C1
     Fluorometholone,       9878,      FALSE,    2.000,     74.600, [H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C
        Fluorouracil,       3385,      FALSE,   -0.900,     58.200, FC1=CNC(=O)NC1=O
          Fluoxetine,       3386,       TRUE,    4.000,     21.300, CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1
     Fluoxymesterone,       6446,      FALSE,    2.400,     57.500, [H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)CC[C@]12C
        Fluphenazine,       3372,       TRUE,    4.400,     55.200, OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1
     Flurandrenolide,      15209,      FALSE,    1.400,     93.100, [H][C@@]12C[C@@]3([H])[C@]4([H])C[C@]([H])(F)C5=CC(=O)CC[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(C)(C)O2)C(=O)CO
          Flurazepam,       3393,       TRUE,    3.000,     35.900, CCN(CC)CCN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F
        Flurbiprofen,       3394,       TRUE,    4.200,     37.300, CC(C(O)=O)C1=CC(F)=C(C=C1)C1=CC=CC=C1
        Fluspirilene,       3396,      FALSE,    5.600,     35.600, FC1=CC=C(C=C1)C(CCCN1CCC2(CC1)N(CNC2=O)C1=CC=CC=C1)C1=CC=C(F)C=C1
           Flutamide,       3397,      FALSE,    3.300,     74.900, CC(C)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F
         Fluvoxamine,    5324346,       TRUE,    2.600,     56.800, COCCCCC(=NOCCN)C1=CC=C(C=C1)C(F)(F)F
          Fomepizole,       3406,      FALSE,    1.400,     28.700, CC1=CNN=C1
          Forasartan,     132706,      FALSE,    4.900,     98.100, CCCCC1=NN(CC2=CN=C(C=C2)C2=CC=CC=C2C2=NNN=N2)C(CCCC)=N1
          Formestane,      11273,      FALSE,    2.600,     54.400, [H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(O)C(=O)CC[C@]12C
       Fosamprenavir,     131536,      FALSE,    1.800,    186.000, CC(C)CN(C[C@@H](OP(O)(O)=O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1
